id_ville;code_commune_INSEE;code_postal;latitude;longitude;nom_commune;code_departement;nom_departement
1,1001,01400,46.1534255214,4.92611354223,L'Abergement-Clémenciat,1,Ain
2,1002,01640,46.0091878776,5.42801696363,L'Abergement-de-Varey,1,Ain
3,1004,01500,45.9608475114,5.37292577770,Ambérieu-en-Bugey,1,Ain
4,1005,01330,45.9961799872,4.91227250796,Ambérieux-en-Dombes,1,Ain
5,1006,01300,45.7494989044,5.59432017366,Ambléon,1,Ain
6,1007,01500,46.0055913782,5.35760660735,Ambronay,1,Ain
7,1008,01500,45.9367134524,5.33280923490,Ambutrix,1,Ain
8,1009,01300,45.7873565333,5.65788307924,Andert-et-Condon,1,Ain
9,1010,01350,45.9093715116,5.79516005674,Anglefort,1,Ain
10,1011,01100,46.2054981558,5.65781475272,Apremont,1,Ain
11,1012,01110,46.0015344029,5.51130637511,Aranc,1,Ain
12,1013,01230,45.8908155275,5.49870439091,Arandas,1,Ain
13,1014,01100,46.2834936005,5.69061651221,Arbent,1,Ain
14,1015,01300,45.7237621545,5.65263086429,Arboys en Bugey,1,Ain
15,1015,01300,45.7237621545,5.65263086429,Arboys en Bugey,1,Ain
16,1016,01190,46.4776762988,4.95994168630,Arbigny,1,Ain
17,1017,01230,45.9337182132,5.48251100314,Argis,1,Ain
18,1019,01510,45.8541838459,5.58357838695,Armix,1,Ain
19,1021,01480,45.9934611000,4.82199649494,Ars-sur-Formans,1,Ain
20,1022,01510,45.8695891748,5.69065283943,Artemare,1,Ain
21,1023,01570,46.3857281418,4.88387478623,Asnières-sur-Saône,1,Ain
22,1024,01340,46.2861802203,5.17952338450,Attignat,1,Ain
23,1025,01380,46.3233203302,4.95286789330,Bâgé-Dommartin,1,Ain
24,1026,01380,46.3077069231,4.92862084189,Bâgé-le-Châtel,1,Ain
25,1027,01360,45.8311226453,5.10780019249,Balan,1,Ain
26,1028,01990,46.1141214445,4.90146475101,Baneins,1,Ain
27,1029,01270,46.4288360203,5.26003405676,Beaupont,1,Ain
28,1030,01480,46.0008580204,4.75600664694,Beauregard,1,Ain
29,1031,01100,46.2373497134,5.63600528840,Bellignat,1,Ain
30,1032,01360,45.8591464826,5.13989505865,Béligneux,1,Ain
31,1032,01360,45.8591464826,5.13989505865,Béligneux,1,Ain
32,1032,01360,45.8591464826,5.13989505865,Béligneux,1,Ain
33,1032,01360,45.8591464826,5.13989505865,Béligneux,1,Ain
34,1033,01200,46.1067901755,5.83202736464,Bellegarde-sur-Valserine,1,Ain
35,1034,01300,45.7494697806,5.68412365526,Belley,1,Ain
36,1035,01130,46.2530316409,5.78471723698,Belleydoux,1,Ain
37,1036,01260,45.8847475883,5.65115788055,Belmont-Luthézieu,1,Ain
38,1036,01260,45.8847475883,5.65115788055,Belmont-Luthézieu,1,Ain
39,1037,01470,45.8374974718,5.48285330863,Bénonces,1,Ain
40,1038,01370,46.3188629218,5.28253433405,Bény,1,Ain
41,1039,01350,45.8568920052,5.75220315052,Béon,1,Ain
42,1040,01340,46.3674371012,5.04021655965,Béréziat,1,Ain
43,1041,01500,45.9368718303,5.36667617009,Bettant,1,Ain
44,1042,01290,46.2191748844,4.84642690241,Bey,1,Ain
45,1043,01700,45.8390325448,4.99738002182,Beynost,1,Ain
46,1044,01200,46.0791346715,5.76591818163,Billiat,1,Ain
47,1045,01330,45.9533995502,5.03666479984,Birieux,1,Ain
48,1046,01290,46.2266794269,4.94084673168,Biziat,1,Ain
49,1047,01150,45.8469686113,5.25166055884,Blyes,1,Ain
50,1049,01120,45.8446213549,5.02783224111,La Boisse,1,Ain
51,1050,01190,46.3727973545,4.99897640590,Boissey,1,Ain
52,1050,01380,46.3727973545,4.99897640590,Boissey,1,Ain
53,1051,01450,46.1960338503,5.47095075411,Bolozon,1,Ain
54,1052,01330,46.0232774841,4.99252709276,Bouligneux,1,Ain
55,1053,01000,46.2051520382,5.24602125501,Bourg-en-Bresse,1,Ain
56,1053,01000,46.2051520382,5.24602125501,Bourg-en-Bresse,1,Ain
57,1054,01800,45.8861934456,5.14349196896,Bourg-Saint-Christophe,1,Ain
58,1054,01800,45.8861934456,5.14349196896,Bourg-Saint-Christophe,1,Ain
59,1056,01640,46.0363677631,5.46322744717,Boyeux-Saint-Jérôme,1,Ain
60,1057,01190,46.4051688134,4.91357971780,Boz,1,Ain
61,1058,01300,45.6416854652,5.61653371000,Brégnier-Cordon,1,Ain
62,1059,01260,45.9500082947,5.73718923340,Brénaz,1,Ain
63,1060,01110,46.0759940484,5.61418361314,Brénod,1,Ain
64,1061,01300,45.7135069062,5.68998154517,Brens,1,Ain
65,1062,01360,45.8694230640,5.10094289020,Bressolles,1,Ain
66,1062,01360,45.8694230640,5.10094289020,Bressolles,1,Ain
67,1063,01460,46.1686327301,5.54656422194,Brion,1,Ain
68,1064,01470,45.7708330939,5.48537461884,Briord,1,Ain
69,1065,01310,46.2104135162,5.14487465017,Buellas,1,Ain
70,1065,01310,46.2104135162,5.14487465017,Buellas,1,Ain
71,1066,01510,45.8598709332,5.54609714598,La Burbanche,1,Ain
72,1067,01430,46.1256533435,5.49457379202,Ceignes,1,Ain
73,1068,01450,46.0720202633,5.47577586118,Cerdon,1,Ain
74,1069,01240,46.1337950959,5.26239539372,Certines,1,Ain
75,1071,01170,46.3156893760,6.07798443620,Cessy,1,Ain
76,1072,01250,46.1832170988,5.32007207542,Ceyzériat,1,Ain
77,1073,01350,45.8335530148,5.71933090966,Ceyzérieu,1,Ain
